	InChIKey	UniProt	Activity
57622	ARZJEBXFTPBYCK-UHFFFAOYSA-N	P08684	Inactive
57623	KJMBOVSZBHUXAV-UHFFFAOYSA-N	P08684	Inactive
57624	IJMJIAZYUCMHOW-UHFFFAOYSA-N	P08684	Inactive
57625	IPSJJARAPXWWOF-UHFFFAOYSA-N	P08684	Inactive
57626	PYXDUCZXEHPMDW-UHFFFAOYSA-N	P08684	Inactive
57627	KARXYSQQWCWFDA-UHFFFAOYSA-N	P08684	Inactive
57628	OUFKUJJPYFOWMZ-UHFFFAOYSA-N	P08684	Inactive
57629	WOGZFCMBPXJNFI-UHFFFAOYSA-N	P08684	Inactive
57630	OUAAZFLOWQCWRL-WGOQTCKBSA-N	P08684	Inactive
57631	SSOWBVFTNIJHQK-UHFFFAOYSA-N	P08684	Inactive
57632	DNYLFYAAYWLEFD-HYARGMPZSA-N	P08684	Inactive
57633	LZUHLYBMSMFJEY-UHFFFAOYSA-N	P08684	Inactive
57634	DFIBMBGRYHLEQP-IZZDOVSWSA-N	P08684	Inactive
57635	LHKZIUFTPWMHKX-UHFFFAOYSA-N	P08684	Inactive
57636	MNHCUGUXCNTEHJ-VMPITWQZSA-N	P08684	Inactive
57637	VKOYSQJPCHQQTQ-UHFFFAOYSA-N	P08684	Inactive
57638	OOGABHAPRCRJSP-MDWZMJQESA-N	P08684	Inactive
57639	PCCFCGUEHHGMPA-UHFFFAOYSA-N	P08684	Inactive
57640	DCPORXIEYXSVRE-UHFFFAOYSA-N	P08684	Inactive
57641	UPOWJUIGULZYIX-UHFFFAOYSA-N	P08684	Inactive
57642	OTGWKWLVMHNKNV-XMHGGMMESA-N	P08684	Inactive
57643	UKYQXRIFRZXUBT-UHFFFAOYSA-N	P08684	Inactive
57644	PFQIDZPZYCNFEF-UHFFFAOYSA-N	P08684	Inactive
57645	VVPPEWSHABGJGH-UHFFFAOYSA-N	P08684	Inactive
57646	NHWQKNFFBGFTNU-UHFFFAOYSA-N	P08684	Inactive
57647	WUPNMIDCYDXGDJ-UHFFFAOYSA-N	P08684	Inactive
57648	DQFMJNQKUOADQD-UHFFFAOYSA-N	P08684	Inactive
57649	BZEBXZWMFQHJQD-WJDWOHSUSA-N	P08684	Inactive
57650	LOFHAVLBSWQMMO-UHFFFAOYSA-N	P08684	Inactive
57651	VVSPTPJCLSOCOP-UHFFFAOYSA-N	P08684	Inactive
57652	XLGZUCLOYKPZHM-UNOMPAQXSA-N	P08684	Inactive
57653	BHWQEGFXPFAJBZ-YKYHQJSKSA-N	P08684	Inactive
57654	TUWARWGEOHQXCO-UHFFFAOYSA-N	P08684	Inactive
57655	BSNHWIKRKKJFPZ-UHFFFAOYSA-N	P08684	Inactive
57656	WAYKDEAVPKRMPW-UHFFFAOYSA-N	P08684	Inactive
57657	HZNSLMYSUFUODF-CXUHLZMHSA-N	P08684	Inactive
57658	DZQLZCHEALBORZ-UHFFFAOYSA-N	P08684	Inactive
57659	DPSWUEOTBNLHEG-OIJFLVMVSA-N	P08684	Inactive
57660	PDHFGEJJPSGTNG-UHFFFAOYSA-N	P08684	Inactive
57661	MGZLSIHNPNDFJD-UHFFFAOYSA-N	P08684	Inactive
57662	COAZFKKBVSGNML-UHFFFAOYSA-N	P08684	Inactive
57663	PZKAVVCGCYHJFN-UHFFFAOYSA-N	P08684	Inactive
57664	GCMRCCNEPIXZQI-UHFFFAOYSA-N	P08684	Inactive
57665	VTIORTGFGKWWEJ-UHFFFAOYSA-N	P08684	Inactive
57666	GCIARAFQKCKUDT-GIJQJNRQSA-N	P08684	Inactive
57667	FHBLLCUQBZVVMP-UHFFFAOYSA-N	P08684	Inactive
57668	XLKZESBSRWJMRW-UHFFFAOYSA-N	P08684	Inactive
57669	CYTGNIGLJFCWIQ-UHFFFAOYSA-N	P08684	Inactive
57670	IZIWWJWZQFKREZ-UHFFFAOYSA-N	P08684	Inactive
57671	VLKGZJJKNXFENI-UHFFFAOYSA-N	P08684	Inactive
57672	VJQJZOHWOCZEGY-BEQMOXJMSA-N	P08684	Inactive
57673	OBSLJCFTNLQAND-UHFFFAOYSA-N	P08684	Inactive
57674	MRLJBASOVPJJIA-JXAWBTAJSA-N	P08684	Inactive
57675	GNDWQUATAISNGY-UHFFFAOYSA-N	P08684	Inactive
57676	UHXPPBAEFGCSFQ-UHFFFAOYSA-N	P08684	Inactive
57677	GMGMYJIETWLNHE-MLVDXBBYSA-N	P08684	Inactive
57678	SNMDECQQGXWLIV-UHFFFAOYSA-N	P08684	Inactive
57679	CQCUASFADUSHQL-UHFFFAOYSA-N	P08684	Inactive
57680	KHSAIRWSAIACLJ-UHFFFAOYSA-N	P08684	Inactive
57681	NQFRNQVFHZCIQQ-UHFFFAOYSA-N	P08684	Inactive
57682	MLMSWRFVLJZNRV-UHFFFAOYSA-N	P08684	Inactive
57683	IDYBXHBQWNTAJA-UHFFFAOYSA-N	P08684	Inactive
57684	VDOIXPOUDOFLHO-UHFFFAOYSA-N	P08684	Inactive
57685	UNSTZRRKYYTHBG-UHFFFAOYSA-N	P08684	Inactive
57686	VGTIHPBDEOOTNO-AATRIKPKSA-N	P08684	Inactive
57687	LUZPCLURXBMOQH-UHFFFAOYSA-N	P08684	Inactive
57688	VLGZQXIQYNOEDW-NTUHNPAUSA-N	P08684	Inactive
57689	YBIPLQNGDAQRAJ-UHFFFAOYSA-N	P08684	Inactive
57690	DTSDGDODMBNKDW-UHFFFAOYSA-N	P08684	Inactive
57691	ILOVXTYBYWSMBS-UHFFFAOYSA-N	P08684	Inactive
57692	LSQQBMNTNHUQGO-UHFFFAOYSA-N	P08684	Inactive
57693	FPNKJRLLMYGZHL-UHFFFAOYSA-N	P08684	Inactive
57694	PLKDTAJSGFWVEB-CAPFRKAQSA-N	P08684	Inactive
57695	UXYPLNJRZHPQFM-UHFFFAOYSA-N	P08684	Inactive
57696	XOGUYHSYHXJXGF-UHFFFAOYSA-N	P08684	Inactive
57697	ZDEDIPHZBVIJOT-UHFFFAOYSA-N	P08684	Inactive
57698	WOBLLOVVVCBVHH-UHFFFAOYSA-N	P08684	Inactive
57699	HMGQRJYSHFTTRO-UHFFFAOYSA-N	P08684	Inactive
57700	PBWWLEQAOGZOFJ-UHFFFAOYSA-N	P08684	Inactive
57701	IQMXXHNWOFKQHM-UHFFFAOYSA-N	P08684	Inactive
57702	YHRBUEORUCZJRZ-UHFFFAOYSA-N	P08684	Inactive
57703	ONCNYJLJTKDHEP-UHFFFAOYSA-N	P08684	Inactive
57704	FAHXYXLXGLKCBP-UHFFFAOYSA-N	P08684	Inactive
57705	KUSGUHQSGMPRKF-UHFFFAOYSA-N	P08684	Inactive
57706	ADEAVHOROOIQPD-BMWMMMPHSA-N	P08684	Inactive
57707	NDPUPKIRSGSWIX-UHFFFAOYSA-N	P08684	Inactive
57708	UOGHFLFAJSMKPK-AWNIVKPZSA-N	P08684	Inactive
57709	YRRHKSBORHLKLJ-UHFFFAOYSA-N	P08684	Inactive
57710	LGNYEVSVKAXBIW-UHFFFAOYSA-N	P08684	Inactive
57711	DIWUSECKBMPWNF-KPKJPENVSA-N	P08684	Inactive
57712	ASQCXHLJJNXRPZ-UHFFFAOYSA-N	P08684	Inactive
57713	HZLYOVSCXBEWQA-UHFFFAOYSA-M	P08684	Inactive
57714	ARVUVKXUPXUKNV-UHFFFAOYSA-N	P08684	Inactive
57715	KKNZPYUITYVVIJ-VULFUBBASA-N	P08684	Inactive
57716	WJCMARXADJORHB-UHFFFAOYSA-N	P08684	Inactive
57717	TVQVOMORBVODHR-UHFFFAOYSA-N	P08684	Inactive
57718	YFLGDBKFXXZCAR-UHFFFAOYSA-N	P08684	Inactive
57719	VBVIBYBKRFPTCY-UHFFFAOYSA-N	P08684	Inactive
57720	GAXSIFUVFBJBBK-UHFFFAOYSA-N	P08684	Inactive
57721	YMPHQZFPOXDNGL-YRNVUSSQSA-N	P08684	Inactive
57722	AVFNITLJPKUTBZ-UHFFFAOYSA-N	P08684	Inactive
57723	PXCAGDXBYKLMER-UHFFFAOYSA-N	P08684	Inactive
57724	CSGDPWMBRJTAGS-UHFFFAOYSA-N	P08684	Inactive
57725	JMMZNRHHHLCSTO-ATVHPVEESA-N	P08684	Inactive
57726	SQHUXNWLXJAZGU-UHFFFAOYSA-N	P08684	Inactive
57727	RKXZGFZDGUDVFO-UHFFFAOYSA-N	P08684	Inactive
57728	KEIIZLXQPYLHPQ-UHFFFAOYSA-N	P08684	Inactive
57729	FUMODKGBISTIJM-UHFFFAOYSA-N	P08684	Inactive
57730	SUCLMCSWDCQQIJ-UHFFFAOYSA-N	P08684	Inactive
57731	KDUZTGPEQGJQCJ-UHFFFAOYSA-N	P08684	Inactive
57732	CREPCBUYNLRQER-UHFFFAOYSA-N	P08684	Inactive
57733	XAMVXDUMEPAEKD-UHFFFAOYSA-N	P08684	Inactive
57734	GTCQGPQDRGTCKI-UHFFFAOYSA-N	P08684	Inactive
57735	YRPZOOJDSAEOIR-UHFFFAOYSA-N	P08684	Inactive
57736	DGTLXTRLUHKDEL-UHFFFAOYSA-N	P08684	Inactive
57737	XGDRDNRTMANXOP-UHFFFAOYSA-N	P08684	Inactive
57738	LWICIUXSYAKXRD-UHFFFAOYSA-N	P08684	Inactive
57739	VUPXFPKISNJNJD-UHFFFAOYSA-N	P08684	Inactive
57740	BPWDRHYDVKYRHL-UHFFFAOYSA-N	P08684	Inactive
57741	RTUCWUQNJZFQFF-GHRIWEEISA-N	P08684	Inactive
57742	DQMWYNBADRINBR-UHFFFAOYSA-N	P08684	Inactive
57743	RWKRFZKIZRSRCJ-OVCLIPMQSA-N	P08684	Inactive
57744	NARZPCMTHLCMSZ-UHFFFAOYSA-N	P08684	Inactive
57745	MSUFJKLXDXQBHJ-YBFXNURJSA-N	P08684	Inactive
57746	UFLDJWQXONMZOY-VCHYOVAHSA-N	P08684	Inactive
57747	LFTDFNLYZLDCJH-YBFXNURJSA-N	P08684	Inactive
57748	JBEDJYDIYZFRRT-UHFFFAOYSA-N	P08684	Inactive
57749	FBUUJNCYIVQNRD-UHFFFAOYSA-N	P08684	Inactive
57750	IFATWBJXGZWUFU-AMDPFGHHSA-N	P08684	Inactive
57751	XEZOJPDHPHUCGT-UHFFFAOYSA-N	P08684	Inactive
57752	BRELXRICEKWVTC-UHFFFAOYSA-N	P08684	Inactive
57753	IAHRCIOQHLPWEY-HBPAQXCTSA-M	P08684	Inactive
57754	WUBDEBMJRSRELF-UHFFFAOYSA-N	P08684	Inactive
57755	QSHDZGYYJHDJAA-KPKJPENVSA-N	P08684	Inactive
57756	TUFDVWFQGACALX-GDNBJRDFSA-N	P08684	Inactive
57757	BSBPSAZERAVRKV-UHFFFAOYSA-N	P08684	Inactive
57758	RRWDFRLGOIMWST-UHFFFAOYSA-N	P08684	Inactive
57759	SNMRCULYPMIJCM-UHFFFAOYSA-N	P08684	Inactive
57760	BIAPIOFMRYJXBZ-UHFFFAOYSA-N	P08684	Inactive
57761	WTLHWKARZNFXSG-UHFFFAOYSA-N	P08684	Inactive
57762	UXPSCBKPRNMVSD-UHFFFAOYSA-N	P08684	Inactive
57763	DKHPZPWRVCNZKY-LCYFTJDESA-N	P08684	Inactive
57764	PZAYMOOHXPGHOB-UHFFFAOYSA-N	P08684	Inactive
57765	PDLWOTQSDKJXGL-UHFFFAOYSA-N	P08684	Inactive
57766	MGUQDEVACYUXKA-UHFFFAOYSA-N	P08684	Inactive
57767	QRNJQRRSWNYGEZ-UHFFFAOYSA-N	P08684	Inactive
57768	RRHACITXXDWILZ-UHFFFAOYSA-N	P08684	Inactive
57769	KQOXYPPLPOMDNK-VZUCSPMQSA-N	P08684	Inactive
57770	UMUXYTHSWRORAF-WUXMJOGZSA-N	P08684	Inactive
57771	RWKORGAADALPRQ-UHFFFAOYSA-N	P08684	Inactive
57772	MLLCJIWNMIBVPL-CMDGGOBGSA-N	P08684	Inactive
57773	JQIQVHLRWRTMQT-UHFFFAOYSA-N	P08684	Inactive
57774	OWENTRAVNDRYKC-UHFFFAOYSA-M	P08684	Inactive
57775	CPPYFSNLWMYJCD-UHFFFAOYSA-N	P08684	Inactive
57776	LXUGYJQOMJJTIG-UHFFFAOYSA-N	P08684	Inactive
57777	IHOWGNSDOKKWMZ-DHZHZOJOSA-N	P08684	Inactive
57778	FZJBCLOBQNSWDI-UHFFFAOYSA-N	P08684	Inactive
57779	IPRHIJUWEPWMCY-YBFXNURJSA-N	P08684	Inactive
57780	FKGBNJGNLSFMAF-UHFFFAOYSA-N	P08684	Inactive
57781	FNSJRPRFZPFEMP-UHFFFAOYSA-N	P08684	Inactive
57782	VGOYOZSCGMVEJZ-CPNJWEJPSA-N	P08684	Inactive
57783	YTPAFQIMFNEEJJ-FNORWQNLSA-N	P08684	Inactive
57784	JIVJNOHXXSKWSA-CVKSISIWSA-N	P08684	Inactive
57785	LHDRPJWEWZGBQA-UHFFFAOYSA-N	P08684	Inactive
57786	ZSVXXHYMGRQADR-LFVJCYFKSA-N	P08684	Inactive
57787	NXWHLBUYBDDPIU-WOJGMQOQSA-N	P08684	Inactive
57788	CORYNVWYUVDRMH-UHFFFAOYSA-N	P08684	Inactive
57789	SRSCRCGZMXFGJT-UHFFFAOYSA-N	P08684	Inactive
57790	NAGQNCSLJYIDSC-OVCLIPMQSA-N	P08684	Inactive
57791	NCZUJHJGYMBGJG-LPYMAVHISA-N	P08684	Inactive
57792	YMQLPFQHUUVVSL-XFFZJAGNSA-N	P08684	Inactive
57793	FIIINVTXWYOJPG-UHFFFAOYSA-N	P08684	Inactive
57794	KTFFWACZUBIJBT-VOTSOKGWSA-N	P08684	Inactive
57795	TUEYDKDHXUAEFU-UHFFFAOYSA-N	P08684	Inactive
57796	ZSUAQTOTZXJAEM-UHFFFAOYSA-N	P08684	Inactive
57797	WAVQNOTWADWNLX-UHFFFAOYSA-N	P08684	Inactive
57798	JEORQQLXFZZLLJ-VMPITWQZSA-N	P08684	Inactive
57799	LVSFKDOERWKLHD-QGOAFFKASA-N	P08684	Inactive
57800	CDJSHSKCJZHJRR-SNAWJCMRSA-N	P08684	Inactive
57801	MHYLXERWDUMEGF-UHFFFAOYSA-N	P08684	Inactive
57802	MENCBRBFRQNLGM-UHFFFAOYSA-N	P08684	Inactive
57803	GGFPFBNRESJPTF-UHFFFAOYSA-N	P08684	Inactive
57804	VGKDHOOUDAAVOG-UHFFFAOYSA-N	P08684	Inactive
57805	NOSCHXINVBCFJU-UHFFFAOYSA-N	P08684	Inactive
57806	XMEJSPGVTGXLDU-UHFFFAOYSA-N	P08684	Inactive
57807	CLHWGLKLWYNXJZ-FNORWQNLSA-N	P08684	Inactive
57808	XCVOWFODQVAMBY-UHFFFAOYSA-N	P08684	Inactive
57809	SGCAFOUQXIRVOS-SNAWJCMRSA-N	P08684	Inactive
57810	BDFUISMYITVFEA-UHFFFAOYSA-N	P08684	Inactive
57811	LBAPPHMEVOLEJF-UHFFFAOYSA-N	P08684	Inactive
57812	RIUGCNDMPSXTTC-UHFFFAOYSA-N	P08684	Inactive
57813	DAEBCZOMBPEOFI-UHFFFAOYSA-N	P08684	Inactive
57814	XFKHVPWQAXWFGS-UHFFFAOYSA-N	P08684	Inactive
57815	VXGWDNRUVQACDM-XMHGGMMESA-N	P08684	Inactive
57816	PIPPCUVCDCDBGW-UHFFFAOYSA-N	P08684	Inactive
57817	IOAJEGDZVOBWKK-UHFFFAOYSA-N	P08684	Inactive
57818	JODWREZSBYTFJY-UHFFFAOYSA-N	P08684	Inactive
57819	WEQSKGVQKRPOPD-UHFFFAOYSA-N	P08684	Inactive
57820	YIILCUGYQGMUJH-UHFFFAOYSA-N	P08684	Inactive
57821	KPFVVPVDDOEMPD-UHFFFAOYSA-N	P08684	Inactive
57822	RPFREANMLWCYMJ-UHFFFAOYSA-N	P08684	Inactive
57823	ZUXMXDANWVWPIO-UHFFFAOYSA-N	P08684	Inactive
57824	WNDWIYFQLHEAMR-MDWZMJQESA-N	P08684	Inactive
57825	RRYAWQLOSDUAMD-UHFFFAOYSA-N	P08684	Inactive
57826	KWZBAJPFRDZPMM-UHFFFAOYSA-N	P08684	Inactive
57827	FCBDYYLPQOSFNU-LCYFTJDESA-N	P08684	Inactive
57828	FUKPSELMSJPGHH-UHFFFAOYSA-N	P08684	Inactive
57829	OXUMAQZFALWDFI-UHFFFAOYSA-N	P08684	Inactive
57830	DLABTXPDYBHNCW-UHFFFAOYSA-N	P08684	Inactive
57831	QNVAEBCXLFQHHV-UHFFFAOYSA-N	P08684	Inactive
57832	IZYLJRRYKPUHJW-WOJGMQOQSA-N	P08684	Inactive
57833	NRVQPAZCFBJKNE-WUXMJOGZSA-N	P08684	Inactive
57834	MWXCQLJKVDDGJR-UHFFFAOYSA-N	P08684	Inactive
57835	UQMJQKRHTZOCNO-UHFFFAOYSA-N	P08684	Inactive
57836	XGBXXXNEGNJDPP-UHFFFAOYSA-N	P08684	Inactive
57837	OZKPPDOMVVNNIC-UHFFFAOYSA-N	P08684	Inactive
57838	QXWKENBFNCZMHL-CPNJWEJPSA-N	P08684	Inactive
57839	TVJRROBJHLWKIA-NTCAYCPXSA-N	P08684	Inactive
57840	SUCQSXWPODNDSJ-UHFFFAOYSA-N	P08684	Inactive
57841	RUYGSKWSIYJDFW-MTDXEUNCSA-N	P08684	Inactive
57842	IMSODBCFSUAZMZ-UHFFFAOYSA-N	P08684	Inactive
57843	NPEYOJSWXAGTJW-YRNVUSSQSA-N	P08684	Inactive
57844	OTHRYGYDZYNCBC-RVDMUPIBSA-N	P08684	Inactive
57845	PELALPFFXQJWQP-UHFFFAOYSA-N	P08684	Inactive
57846	KIXBNLUJUHXGFK-CSKARUKUSA-N	P08684	Inactive
57847	XKIZXWVFIJSNHM-CMDGGOBGSA-N	P08684	Inactive
57848	LZUBLOHINMAMQZ-UHFFFAOYSA-N	P08684	Inactive
57849	IPAJWDGMOYHSSY-UHFFFAOYSA-N	P08684	Inactive
57850	BHNJTAMBLQTEQJ-UHFFFAOYSA-N	P08684	Inactive
57851	JICVBVPSFWQKIU-UHFFFAOYSA-N	P08684	Inactive
57852	AMPFOSDFJNOEML-DHZHZOJOSA-N	P08684	Inactive
57853	GRTHRSBSSBYURO-UHFFFAOYSA-N	P08684	Inactive
57854	WYKZCVMXQPOSQY-UHFFFAOYSA-N	P08684	Inactive
57855	YXSCLWGULPTWRO-UHFFFAOYSA-N	P08684	Inactive
57856	QWNLVFJAYZOLCD-UHFFFAOYSA-N	P08684	Inactive
57857	ATBUJAYGIFCHSC-UHFFFAOYSA-N	P08684	Inactive
57858	CSKWANBUYYIFJG-UHFFFAOYSA-N	P08684	Inactive
57859	STQHKHXJGJYLEC-UHFFFAOYSA-N	P08684	Inactive
57860	IJNMHHJKXLKFJT-UHFFFAOYSA-N	P08684	Inactive
57861	LEUUQPOUJRNFNP-UHFFFAOYSA-N	P08684	Inactive
57862	VAUBLYXERQZZSN-UHFFFAOYSA-N	P08684	Inactive
57863	IYTZCDMAYJQRLZ-DHDCSXOGSA-N	P08684	Inactive
57864	RYUNNJOZXWRKPH-UHFFFAOYSA-N	P08684	Inactive
57865	CMRCYZLRSDSGMN-SSZFMOIBSA-N	P08684	Inactive
57866	WSURHUMBXYKCFM-GDNBJRDFSA-N	P08684	Inactive
57867	YXOLMHKHPWNZJN-GQCTYLIASA-N	P08684	Inactive
57868	KPZGTLUVMFUIMT-UHFFFAOYSA-N	P08684	Inactive
57869	GJHXHLDGHWPLAN-UHFFFAOYSA-N	P08684	Inactive
57870	PXMRRSUNQSZGFI-UHFFFAOYSA-N	P08684	Inactive
57871	RPEJFSUSPKOPJU-HZHRSRAPSA-N	P08684	Inactive
57872	VAAIPMVETHHDLC-UHFFFAOYSA-N	P08684	Inactive
57873	ZYWUXXOYNZPGBY-UHFFFAOYSA-N	P08684	Inactive
57874	XTMCJSGRXDMWEA-UHFFFAOYSA-N	P08684	Inactive
57875	RCQVKSYYLVUSLT-OVCLIPMQSA-N	P08684	Inactive
57876	NTHPSDJLVXBITC-UHFFFAOYSA-N	P08684	Inactive
57877	HDEICIRYLLADJB-UHFFFAOYSA-N	P08684	Inactive
57878	JXEQNKIGNUUZKM-VULFUBBASA-N	P08684	Inactive
57879	ZVJCAZYCLGOEGI-UHFFFAOYSA-N	P08684	Inactive
57880	FTSQGEWZFGNMEQ-CXUHLZMHSA-N	P08684	Inactive
57881	RSNBIESXEKYLMW-UHFFFAOYSA-N	P08684	Inactive
57882	ONYCEDLEPFGXNN-UHFFFAOYSA-N	P08684	Inactive
57883	OYGDEJQRFIXJSA-VMPITWQZSA-N	P08684	Inactive
57884	SCOYFXPAXRIHLR-YVMONPNESA-N	P08684	Inactive
57885	OJLBPYXICVIGMG-UHFFFAOYSA-N	P08684	Inactive
57886	SXVANKZQAUVDKG-UHFFFAOYSA-N	P08684	Inactive
57887	LFNWENISFRVEBE-UHFFFAOYSA-N	P08684	Inactive
57888	NIOFVRMZZVLLAK-UHFFFAOYSA-N	P08684	Inactive
57889	GGLCBRRMZVZEAX-UHFFFAOYSA-N	P08684	Inactive
57890	SXBAYIGUEDERDU-UHFFFAOYSA-N	P08684	Inactive
57891	VHEAXOIQHTZDFE-UHFFFAOYSA-N	P08684	Inactive
57892	JHMJFXNHTIZANZ-CLFYSBASSA-N	P08684	Inactive
57893	RVPYXPIPYIIUHN-UHFFFAOYSA-N	P08684	Inactive
57894	SHTKYWSBRDIPDC-UHFFFAOYSA-N	P08684	Inactive
57895	WFQTZYKJWOITIP-GQCTYLIASA-N	P08684	Inactive
57896	MATLLOFWKDJLHC-UHFFFAOYSA-N	P08684	Inactive
57897	BWLBZNHBQXJOGS-UHFFFAOYSA-N	P08684	Inactive
57898	OIVHYHWKCXXORS-UHFFFAOYSA-N	P08684	Inactive
57899	ZBZCOMAOWSOBKS-UHFFFAOYSA-N	P08684	Inactive
57900	WNKXFHNFLLQNDF-YHYXMXQVSA-N	P08684	Inactive
57901	DRRSHNFSYZFAIT-UHFFFAOYSA-N	P08684	Inactive
57902	VYKMQAXIWKQFHS-UHFFFAOYSA-N	P08684	Inactive
57903	NVPHOZNWDXEQGV-AUWJEWJLSA-N	P08684	Inactive
57904	PYSLSFGXNZFKSV-UHFFFAOYSA-N	P08684	Inactive
57905	LDTLHDPVXHHMGS-UHFFFAOYSA-N	P08684	Inactive
57906	FVZHMIOZVKAPDI-UHFFFAOYSA-N	P08684	Inactive
57907	JTPIZFRLMZCCLT-UHFFFAOYSA-N	P08684	Inactive
57908	ZIRMOHZKJYUEBC-UHFFFAOYSA-N	P08684	Inactive
57909	NDGCSDJGIFVSFZ-UHFFFAOYSA-N	P08684	Inactive
57910	AOKYOCMLUQLQRB-UHFFFAOYSA-N	P08684	Inactive
57911	CUUHOYDMDHFMIY-UHFFFAOYSA-N	P08684	Inactive
57912	CTEWFSJFJOWRPL-UHFFFAOYSA-N	P08684	Inactive
57913	PDKVYNYYUVFFNX-UHFFFAOYSA-N	P08684	Inactive
57914	WFYYZGMYVNZPIR-UHFFFAOYSA-N	P08684	Inactive
57915	HSUBLTBEATZGRC-UHFFFAOYSA-N	P08684	Inactive
57916	BFXAECNYFBHUGT-UHFFFAOYSA-N	P08684	Inactive
57917	MTADAWJHMIIAAP-UHFFFAOYSA-N	P08684	Inactive
57918	VLGHIWNOYMSVED-UHFFFAOYSA-N	P08684	Inactive
57919	YTMOGPGAAGFVCE-UHFFFAOYSA-N	P08684	Inactive
57920	CJOXKQXGZFZFKA-UHFFFAOYSA-N	P08684	Inactive
57921	IGIVWRJICPRDTF-UHFFFAOYSA-N	P08684	Inactive
57922	QPCMJLBRIAHJMY-UHFFFAOYSA-N	P08684	Inactive
57923	MDZNENQZZRVEDI-UHFFFAOYSA-N	P08684	Inactive
57924	TVYKPJDGBLQHDD-WAYWQWQTSA-N	P08684	Inactive
57925	NINUNZUZKJLDFY-SWNXQHNESA-N	P08684	Inactive
57926	RHUICIKUFJGMKU-UHFFFAOYSA-N	P08684	Inactive
57927	FCVLXNDAJKGONK-UHFFFAOYSA-N	P08684	Inactive
57928	KDAHODOKKYYJCV-UHFFFAOYSA-N	P08684	Inactive
57929	JZZMLZGTKNQNQI-LFIBNONCSA-N	P08684	Inactive
57930	OLBQCQTXZIJZSQ-UHFFFAOYSA-N	P08684	Inactive
57931	OOZVIHFMGQDKDB-UHFFFAOYSA-N	P08684	Inactive
57932	XNBHJQLMLNBJIE-VHEBQXMUSA-N	P08684	Inactive
57933	HYAKUPWZFHYHNE-UHFFFAOYSA-N	P08684	Inactive
57934	JFZLTSZKHXCPCB-UHFFFAOYSA-N	P08684	Inactive
57935	GJGJMWCIHKMMMG-UHFFFAOYSA-N	P08684	Inactive
57936	WMKRKXOCIJXGEG-UHFFFAOYSA-N	P08684	Inactive
57937	GJOZCHSGDCFAAK-UHFFFAOYSA-N	P08684	Inactive
57938	MZFUWNXWIDAUBX-LFIBNONCSA-N	P08684	Inactive
57939	BVOPBTAQOJFTBL-UHFFFAOYSA-N	P08684	Inactive
57940	YMPDRFOMTVGLNF-UHFFFAOYSA-N	P08684	Inactive
57941	ZZCMTJBMIDUOLO-VURMDHGXSA-N	P08684	Inactive
57942	RNXAJXCVNRHJCR-FYWRMAATSA-N	P08684	Inactive
57943	VCLFYSITBJHJJU-UHFFFAOYSA-N	P08684	Inactive
57944	MLHFMSYXQYSLDS-UHFFFAOYSA-N	P08684	Inactive
57945	VVCKCUMUZCJUSY-UHFFFAOYSA-N	P08684	Inactive
57946	ZAHRPODITDJNQC-UHFFFAOYSA-N	P08684	Inactive
57947	JLDSOEWDSLPMNY-VYVUJPJFSA-N	P08684	Inactive
57948	QWYKVJPZWGUCFO-UHFFFAOYSA-N	P08684	Inactive
57949	BHWGQIYJCMMSNM-SREVYHEPSA-N	P08684	Inactive
57950	CBPTZQXBTXUKSD-AATRIKPKSA-N	P08684	Inactive
57951	KQZVCMCKJNRGRG-VOTSOKGWSA-N	P08684	Inactive
57952	GLVSNLIXWFTYMG-CSKARUKUSA-N	P08684	Inactive
57953	PIAGLTZTUCTOFR-VOTSOKGWSA-N	P08684	Inactive
57954	HHDUEQMJFQUXEV-YVMONPNESA-N	P08684	Inactive
57955	ZJDODEKYCKYTHP-UHFFFAOYSA-N	P08684	Inactive
57956	LLRVIIZNKCRMGG-UHFFFAOYSA-N	P08684	Inactive
57957	MOUSEADPKSDKPQ-UHFFFAOYSA-N	P08684	Inactive
57958	VWKRUPZVCSQNTL-UHFFFAOYSA-N	P08684	Inactive
57959	FJBLVLHKEHPSCR-FSJBWODESA-N	P08684	Inactive
57960	YUMWAKYQXSJVEI-UHFFFAOYSA-N	P08684	Inactive
57961	RAUBJTURBDOVDL-UHFFFAOYSA-N	P08684	Inactive
57962	KPUYNVYGIPXASJ-FOKLQQMPSA-N	P08684	Inactive
57963	WQGDHQMLENMQDK-ZDLGFXPLSA-N	P08684	Inactive
57964	VRESTROMRYKCCC-UHFFFAOYSA-N	P08684	Inactive
57965	RYNPZCQQGBGWHO-UHFFFAOYSA-N	P08684	Inactive
57966	BRCIWKRQRFYEGQ-UHFFFAOYSA-N	P08684	Inactive
57967	WVRCGOIYDJNMJJ-UHFFFAOYSA-N	P08684	Inactive
57968	CHFRNURSEOVCDF-UHFFFAOYSA-N	P08684	Inactive
57969	YIJRSWRDGVWRPF-UHFFFAOYSA-N	P08684	Inactive
57970	AVASVPPTKGGPIP-UHFFFAOYSA-N	P08684	Inactive
57971	FEICTTCVWLUYOZ-UHFFFAOYSA-N	P08684	Inactive
57972	YGLBWKFLJIDRHL-UHFFFAOYSA-N	P08684	Inactive
57973	LMTHTRSFBFLKNZ-UHFFFAOYSA-N	P08684	Inactive
